,LOCCODE,PreK_Type,Borough,LocName,NOTE,phone,address,Postcode,Day_Length,Seats,X,Y,Email,Website,MEALS,INDOOR_OUTDOOR,EXTENDED_DAY,SEMS_CODE,Latitude,Longitude,Community Board,Council District ,Census Tract,BIN,BBL,NTA
1454,RAFU,NYCEEC,R,Stepping Stones Preschool,,718-948-4878,5394 Amboy Rd,10312,1,80,931566,133453,rnbow04456@aol.com,http://steppingstonepreschool.org,8,7,1,31RAFU,40.53302,-74.18968199999999,3,51,176,5082458.0,5065700033.0,Annadale-Huguenot-Prince's Bay-Eltingville                                 
1455,RAFV,NYCEEC,R,Small World Pre - School,,718-356-7795,144 Bloomingdale Rd,10309,1,54,924006,131587,KdsRMyBiz@aol.com,http://smallworldpreschoolsi.com,7,7,1,31RAFV,40.527574,-74.216318,3,51,226,5086890.0,5074200002.0,Charleston-Richmond Valley-Tottenville                                     
1456,RAFW,NYCEEC,R,South Shore Toddler Academy,,718-356-3563,11 Sampson Ave,10308,1,18,942688,140612,sicsprek@aol.com,,5,9,3,31RAFW,40.552603000000005,-74.149795,3,51,14605,5062569.0,5046240500.0,Great Kills                                                                
1457,RAFX,NYCEEC,R,The Tanglewood Montessori,,718-967-2424,15 Tanglewood Dr,10308,1,53,942106,145983,tanglewoodschool123@gmail.com,,5,7,1,31RAFX,40.567082,-74.15176,3,51,14606,5061034.0,5045000015.0,Great Kills                                                                
1458,RAFY,NYCEEC,R,Children's Playhouse,,718-761-0129,85 Monahan Ave,10314,1,60,942732,153780,childrenplay@aol.com,,5,7,1,31RAFY,40.588552,-74.149612,2,50,27704,5038029.0,5023750128.0,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill                   
1459,RAFZ,NYCEEC,R,College Of Staten Island - The Children's Center,,718-982-3190,2800 Victory Blvd,10314,1,20,941705,160839,childrenscenter@csi.cuny.edu,http://csi.cuny.edu,3,3,1,31RAFZ,40.608853,-74.153335,2,50,27301,5000000.0,5020400001.0,New Springville-Bloomfield-Travis                                          
1460,RAGA,NYCEEC,R,"Wonder Years Preschool, The",,718-987-7596,381 Seaver Ave,10305,1,49,958599,151075,vfwonderyears@aol.com,http://wonderyearspreschoolsi.com,7,7,1,31RAGA,40.581231,-74.09264300000001,2,50,11201,5053137.0,5036600044.0,Old Town-Dongan Hills-South Beach                                          
1461,RAGC,NYCEEC,R,Yeled V'Yalda Silver Lake I Head Start,,718-815-4488,10 Gregg Pl,10301,1,36,956626,169491,cdeflorio@yeled.org,http://yeled.org,3,3,1,31RAGC,40.632096999999995,-74.099455,1,49,67,5003236.0,5001310225.0,New Brighton-Silver Lake                                                   
1462,RAGF,NYCEEC,R,SI YMCA Nursery - North,,718-981-4933,651 Broadway,10310,1,36,952576,167108,asicuranza@YMCAnyc.org,http://ymcanyc.org,5,3,1,31RAGF,40.624936,-74.114246,1,49,121,5008326.0,5003030047.0,New Brighton-Silver Lake                                                   
1463,RAGG,NYCEEC,R,SI YMCA Nursery - South,,718-227-3200,3939 Richmond Ave,10312,1,72,938945,136981,bschiuma@YMCAnyc.org,http://ymcanyc.org,5,3,1,31RAGG,40.542105,-74.163076,3,51,15601,5128445.0,5052360031.0,Great Kills                                                                
1464,RAGH,NYCEEC,R,Richmond Hill Children's Center,,718-494-7422,"501 Richmond Hl Rd,",10314,1,51,941737,151066,rhcc@verizon.net,http://rhccny.com,5,7,1,31RAGH,40.581114,-74.153441,2,50,27704,5038942.0,5023910030.0,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill                   
1465,RAGJ,NYCEEC,R,Staten Island Mental Health Society Head Start,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-494-0400,166 Lockman Ave,10303,1,38,939248,169988,Lferrigno@sinhs.org,http://simhs.org,3,3,2,31RAGJ,40.633097,-74.161677,1,49,31901,5110121.0,5012450001.0,Mariner's Harbor-Arlington-Port Ivory-Graniteville                         
1467,RAGK,NYCEEC,R,Staten Island Head Start,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-420-6138,16 Osgood Ave,10304,1,72,960552,164739,amelendez@simhs.org,http://simhs.org,3,7,1,31RAGK,40.619032000000004,-74.08530400000001,1,49,29,5016273.0,5006360012.0,Stapleton-Rosebank                                                         
1468,RAGM,NYCEEC,R,Staten Island Head Start,,718-987-7755,44 Dongan Hls Ave,10306,1,57,956236,153374,lchernoff@simhs.org,http://simhs.org,3,7,1,31RAGM,40.587922,-74.100516,2,50,11401,5109568.0,5035320500.0,Old Town-Dongan Hills-South Beach                                          
1469,RAGR,NYCEEC,R,Rabbi Jacob Joseph School,,718-982-8745,400 Caswell Ave,10314,3,40,942445,163281,leahleeder@gmail.com,,8,3,1,31RAGR,40.615120000000005,-74.15025899999999,1,50,251,5090180.0,5015110200.0,Port Richmond                                                              
1470,RAHA,NYCEEC,R,Lemon Tree,,718-370-2292,341 Elvin St,10314,1,40,950549,158918,Lemontreedaycare@aol.com,,5,3,1,31RAHA,40.602737,-74.121562,2,50,18702,5020571.0,5007960001.0,New Springville-Bloomfield-Travis                                          
1471,RAHC,NYCEEC,R,Cbi Academy Preschool,,718-987-6200,45 Twombly Ave,10306,1,15,947411,142999,teach0715@aol.com,http://cbiacademy.com,5,9,3,31RADR,40.558951,-74.13234,3,51,13204,5064011.0,5049660001.0,Oakwood-Oakwood Beach                                                      
1472,RAHD,NYCEEC,R,J & J Academy,,718-698-0280,55 Wyona Ave,10314,1,36,942848,161708,info@jjacademy.org,http://jjacademy.org,7,7,1,31RAHD,40.610253,-74.149074,1,50,251,5030401.0,5015220001.0,Port Richmond                                                              
1473,RAHW,NYCEEC,R,Staten Island Children's Academy,,718-227-2500,50 Osage Ln,10312,1,60,939629,133423,,http://sichildrensacademy.com,3,3,1,31RAHW,40.53288,-74.160708,3,51,15602,5167549.0,5053730001.0,Annadale-Huguenot-Prince's Bay-Eltingville                                 
1474,RAHZ,NYCEEC,R,"Hylan Day Care, Inc.",,718-351-2705,2346 Hylan Blvd,10306,1,37,954712,148235,hylandaycare1@yahoo.com,http://hylandaycare.com,5,3,1,31RAHZ,40.573695,-74.106499,2,50,11202,5055360.0,5039050026.0,New Dorp-Midland Beach                                                     
1475,RAIJ,NYCEEC,R,Hugs & Kiddies,,718-273-6141,140 Harvest Ave,10310,1,16,953757,167799,hugsandkiddies@gmail.com,http://hugsnkiddies.com,5,9,3,31RAIJ,40.627328000000006,-74.109967,1,49,121,5007860.0,5002920073.0,New Brighton-Silver Lake                                                   
1476,RAIM,NYCEEC,R,Prodigy Preschool / Staten Island Skating Pavilion,,718-948-4800,3080 Arthur Kill Rd,10309,1,18,919601,137585,caryl.stingo@gmail.com,http://pavilionprodigypreschool.com,5,9,3,31RAIM,40.544259999999994,-74.233039,3,51,226,5154910.0,5071440528.0,Charleston-Richmond Valley-Tottenville                                     
1477,RAIT,NYCEEC,R,Ivy League Early Learning Academy,,718-982-0202,1779 Richmond Ave,10314,1,36,939290,159658,statenisland@ivyleagueearlylearning.com,http://ivyleagueearlylearning.com,5,9,3,31RAIT,40.605017,-74.162243,2,50,27301,5151246.0,5020700001.0,New Springville-Bloomfield-Travis                                          
1478,RAIX,NYCEEC,R,Blessed Sacrament Early Childhood Academy,,718-442-3090,840 Delafield Ave,10310,1,72,949099,168060,JOSEPH.COCOZELLO@ARCHNY.ORG,,5,9,3,31RAIX,40.628096,-74.126439,1,49,141,5106712.0,5002340001.0,West New Brighton-New Brighton-St. George                                  
1479,RAJA,NYCEEC,R,Alphabet Ac,,917-846-8289,65 Foster Rd,10309,1,36,928119,131962,vitashka@gmail.com,,5,9,3,31RAJA,40.528799,-74.202203,3,51,20804,5084036.0,5068600001.0,Rossville-Woodrow                                                          
1841,Z025,DOE,R,Pre - K Center At 1625 Forest Avenue,,212-637-8000,1625 Frst Ave,10302,1,90,944667,167010,pre-k@schools.nyc.gov,,5,9,3,31Z025,40.624773,-74.142525,1,49,247,5025214.0,5010650007.0,Port Richmond                                                              
1842,Z026,DOE,R,Pre - K Center At 1 Teleport Drive,,212-637-8000,1 Teleport Dr,10314,1,144,934417,159841,pre-k@schools.nyc.gov,,5,9,3,31Z026,40.604274,-74.17846899999999,2,50,29103,5146615.0,5021650170.0,New Springville-Bloomfield-Travis                                          
1843,Z027,DOE,R,Pre - K Center At 120 Stuyvesant Place,,212-637-8000,120 Stuyvesant Pl,10301,1,108,962771,173642,pre-k@schools.nyc.gov,,5,9,3,31Z027,40.642992,-74.076954,1,49,3,5000084.0,5000080060.0,West New Brighton-New Brighton-St. George                                  
1864,Z060,DOE,R,Pre - K Center At P.S. 9 Naples Street Elementary School,,212-637-8000,1055 Targee St,10304,1,36,959004,158872,pre-k@schools.nyc.gov,,5,9,3,31Z060,40.60223,-74.09135500000001,2,50,50,5046419.0,5031710001.0,Grasmere-Arrochar-Ft. Wadsworth                                            
