,LOCCODE,PreK_Type,Borough,LocName,NOTE,phone,address,Postcode,Day_Length,Seats,X,Y,Email,Website,MEALS,INDOOR_OUTDOOR,EXTENDED_DAY,SEMS_CODE,Latitude,Longitude,Community Board,Council District ,Census Tract,BIN,BBL,NTA
974,Q163,DOE,Q,P.S. 163 Flushing Heights,,718-353-2514,159 - 01 59 Ave,11365,1,18,1037238,209213,nbullen@ps163.org,http://schools.nyc.gov/schoolportals/25/q163,5,9,3,25Q163,40.740549,-73.80913100000001,7,20,1215,,,Queensboro Hill                                                            
975,Q164,DOE,Q,P.S. 164 Queens Valley,,718-544-1083,138 - 01 77 Ave,11367,1,90,1033174,202135,latchison@schools.nyc.gov,http://psms164.com,2,3,3,25Q164,40.720908,-73.823358,8,24,77903,,,Kew Gardens Hills                                                          
976,Q166,DOE,Q,P.S. 166 Henry Gradstein,,718-786-6703,33 - 09 35 Ave,11106,1,36,1004706,215185,30q166@schools.nyc.gov,http://schools.nyc.gov/schoolportals/30/q166,2,7,3,30Q166,40.775625,-73.747034,11,19,1483,4168395.0,4080520016.0,Douglas Manor-Douglaston-Little Neck                                       
977,Q169,DOE,Q,P.S. 169 Bay Terrace,,718-428-6160,18 - 25 212 St,11360,1,36,1045527,224504,oforesta@schools.nyc.gov,http://ps169.org,2,3,3,25Q169,40.782841999999995,-73.77953000000001,7,19,99704,,,Ft. Totten-Bay Terrace-Clearview                                           
978,Q171,DOE,Q,P.S. 171 Peter G Van Alst,,718-932-0909,14 - 14 29 Ave,11102,1,64,1003909,220192,abussel@schools.nyc.gov,http://schools.nyc.gov/schoolportals/30/q171,2,3,3,30Q171,40.771349,-73.929075,1,22,83,4006055.0,4005380012.0,Old Astoria                                                                
979,Q173,DOE,Q,P.S. 173 Fresh Meadows,,718-358-2243,174 - 10 67 Ave,11365,1,36,1040985,206840,mwang@schools.nyc.gov,http://schools.nyc.gov/schoolportals/26/q173,3,3,3,26Q173,40.734590999999995,-73.795567,8,24,1223,,,Pomonok-Flushing Heights-Hillcrest                                         
980,Q174,DOE,Q,P.S. 174 William Sidney Mount,,718-897-7006,65 - 10 Dieterle Cres,11374,1,36,1022668,201888,lhui2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/28/q174,2,3,3,28Q174,40.720977000000005,-73.86153,6,29,69702,4000000.0,4031310031.0,Rego Park                                                                  
981,Q175,DOE,Q,P.S. 175 The Lynn Gross Discovery School,,718-897-8600,64 - 35 102 St,11374,1,46,1025050,205563,pcooper3@schools.nyc.gov,http://schools.nyc.gov/schoolportals/28/q175,2,3,3,28Q175,40.731615999999995,-73.853509,6,29,721,4051199.0,4021270062.0,Forest Hills                                                               
982,Q176,DOE,Q,P.S. 176 Cambria Heights,,718-525-4057,120 - 45 235 St,11411,1,54,1059157,188949,abartle@schools.nyc.gov,http://schools.nyc.gov/schoolportals/29/q176,2,3,3,29Q176,40.685961,-73.729764,13,27,614,4276369.0,4128190029.0,Cambria Heights                                                            
983,Q178,DOE,Q,P.S. / I.S. 178 Holliswood,,718-464-5763,189 - 10 Radnor Rd,11423,1,36,1046031,203298,jambert@schools.nyc.gov,http://schools.nyc.gov/schoolportals/26/q178,3,3,3,26Q178,40.724438,-73.777516,8,23,1277,,,Jamaica Estates-Holliswood                                                 
984,Q181,DOE,Q,P.S. 181 Brookfield,,718-528-5807,148 - 15 230 St,11413,1,72,1052807,178368,dwheele2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/29/q181,2,3,3,29Q181,40.656227,-73.753141,13,31,694,,,Springfield Gardens South-Brookville                                       
985,Q183,DOE,Q,P.S. 183 Dr. Richard R Green,,718-634-9459,2 - 45 Bch 79 St,11693,1,36,1038210,154094,jromero6@schools.nyc.gov,http://schools.nyc.gov/schoolportals/27/q183,3,3,3,27Q183,40.589508,-73.805361,14,31,94202,4303354.0,4161120001.0,Hammels-Arverne-Edgemere                                                   
986,Q184,DOE,Q,P.S. 184 Flushing Manor,,718-352-7800,163 - 15 21 Rd,11357,1,54,1039710,222873,mmckeonbaker@schools.nyc.gov,http://ps184q.com,3,2,3,25Q184,40.778095,-73.800177,7,19,1017,4129072.0,4057560001.0,Ft. Totten-Bay Terrace-Clearview                                           
987,Q186,DOE,Q,P.S. 186 Castlewood,,718-831-4021,252 - 12 72 Ave,11426,1,30,1061373,212506,mhaidar@schools.nyc.gov,http://schools.nyc.gov/schoolportals/26/q186,2,3,3,26Q186,40.749983,-73.721744,13,23,155102,4453457.0,4084010350.0,Glen Oaks-Floral Park-New Hyde Park                                        
988,Q188,DOE,Q,P.S. 188 Kingsbury,,718-464-5768,218 - 12 Hartland Ave,11364,1,36,1052575,207566,jcaraisco@schools.nyc.gov,http://schools.nyc.gov/schoolportals/26/q188,2,3,3,26Q188,40.736463,-73.753227,11,23,129104,,,Oakland Gardens                                                            
989,Q191,DOE,Q,P.S. 191 Mayflower,,718-831-4032,85 - 15 258 St,11001,1,36,1064960,206867,mranier@schools.nyc.gov,http://schools.nyc.gov/schoolportals/26/q191,3,3,3,26Q191,40.734477000000005,-73.709198,13,23,157903,4180083.0,4088010014.0,Glen Oaks-Floral Park-New Hyde Park                                        
990,Q193,DOE,Q,P.S. 193 Alfred J Kennedy,,718-767-8810,152 - 20 11 Ave,11357,1,126,1036994,227972,nbellomo@schools.nyc.gov,http://schools.nyc.gov/schoolportals/25/q193,2,3,3,25Q193,40.792486,-73.809777,7,19,987,4103056.0,4045380001.0,Whitestone                                                                 
991,Q195,DOE,Q,P.S. 195 William Haberle,,718-723-0313,253 - 50 149 Ave,11422,1,72,1057591,177209,bbailey@schools.nyc.gov,http://schools.nyc.gov/schoolportals/29/q195,2,3,3,29Q195,40.653023,-73.736471,13,31,664,,,Rosedale                                                                   
992,QBBH,NYCEEC,Q,"New Milestone, Inc.",,718-539-2068,13254 Pople Ave,11355,1,20,1031169,213849,new.milestone01@yahoo.com,,2,7,1,25QBBH,40.753485999999995,-73.831277,7,20,79702,4115135.0,4051040027.0,Flushing                                                                   
993,Q196,DOE,Q,P.S. 196 Grand Central Parkway,,718-263-9770,71 - 25 113 St,11375,1,36,1029254,202670,smiglia@schools.nyc.gov,http://ps196q.edublogs.org,5,9,3,28Q196,40.72315,-73.838216,6,29,75702,4437364.0,4022460041.0,Forest Hills                                                               
994,Q197,DOE,Q,P.S. 197 The Ocean School,,718-327-1083,825 Hicksville Rd,11691,1,90,1055406,157947,cvillav@schools.nyc.gov,http://schools.nyc.gov/schoolportals/27/q197,2,3,3,27Q197,40.600198999999996,-73.74396800000001,14,31,101002,4298856.0,4155970001.0,Far Rockaway-Bayswater                                                     
995,Q199,DOE,Q,P.S. 199 Maurice A Fitzgerald,,718-784-3431,39 - 20 48 Ave,11104,1,36,1004697,208838,ainzeri@schools.nyc.gov,http://schools.nyc.gov/schoolportals/24/q199,5,9,3,24Q199,40.740146,-73.92671999999999,2,26,189,,,Hunters Point-Sunnyside-West Maspeth                                       
996,Q200,DOE,Q,P.S. / M.S. 200 - The Pomonok School & Star Academy,,718-969-7780,70 - 10 164 St,11365,1,54,1038160,205716,ecortes@schools.nyc.gov,http://schools.nyc.gov/schoolportals/25/q200,2,3,3,25Q200,40.731454,-73.805087,8,24,122701,,,Pomonok-Flushing Heights-Hillcrest                                         
997,Q201,DOE,Q,P.S. 201 The Discovery School For Inquiry And Research,,718-359-0620,65 - 11 155 St,11367,1,72,1036049,207643,rlozada@schools.nyc.gov,http://schools.nyc.gov/schoolportals/25/q201,3,3,3,25Q201,40.736653000000004,-73.813346,8,24,122702,4146992.0,4067920100.0,Pomonok-Flushing Heights-Hillcrest                                         
998,Q203,DOE,Q,P.S. 203 Oakland Gardens,,718-423-8652,53 - 11 Springfield Blvd,11364,1,54,1050742,213922,cnussbaum@schools.nyc.gov,http://schools.nyc.gov/schoolportals/26/q203,2,3,3,26Q203,40.754201,-73.760636,11,23,138501,,,Oakland Gardens                                                            
999,Q205,DOE,Q,P.S. 205 Alexander Graham Bell,,718-464-5773,75 - 25 Bell Blvd,11364,1,36,1051729,208208,kpiazza2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/26/q205,2,2,3,26Q205,40.738527000000005,-73.75721,11,23,129103,,,Oakland Gardens                                                            
1000,Q206,DOE,Q,P.S. 206 The Horace Harding School,,718-592-0300,61 - 02 98 St,11374,1,18,1022823,206785,jthomas4@schools.nyc.gov,http://schools.nyc.gov/schoolportals/28/q206,5,9,3,28Q206,40.734675,-73.86075500000001,6,29,71702,,,Rego Park                                                                  
1001,Q207,DOE,Q,P.S. 207 Rockwood Park,,718-848-2700,159 - 15 88 St,11414,1,36,1027497,179092,edavies@schools.nyc.gov,http://schools.nyc.gov/schoolportals/27/q207,2,3,3,27Q207,40.658256,-73.844475,10,32,892,4293311.0,4140090060.0,Lindenwood-Howard Beach                                                    
1002,Q209,DOE,Q,P.S. 209 Clearview Gardens,,718-352-3939,16 - 10 Utopia Pkwy,11357,1,18,1040977,224912,mmcdonn@schools.nyc.gov,http://schools.nyc.gov/schoolportals/25/q209,2,3,3,25Q209,40.783943,-73.7947,7,19,99701,,,Ft. Totten-Bay Terrace-Clearview                                           
1003,Q212,DOE,Q,P.S. 212,,718-898-6973,34 - 25 82 St,11372,1,18,1016205,213688,oflores@schools.nyc.gpv,http://schools.nyc.gov/schoolportals/30/q212,5,9,3,30Q212,40.753374,-73.88498100000001,3,25,283,,,Jackson Heights                                                            
1004,Q213,DOE,Q,P.S. 213 The Carl Ullman School,,718-423-8747,231 - 02 67 Ave,11364,1,72,1054700,211687,brevello@schools.nyc.gov,http://schools.nyc.gov/schoolportals/26/q213,2,3,3,26Q213,40.747744,-73.745761,11,23,1377,,,Oakland Gardens                                                            
1005,Q214,DOE,Q,P.S. 214 Cadwallader Colden,,718-461-4055,31 - 15 140 St,11354,1,36,1031805,219915,dfuccil@schools.nyc.gov,http://schools.nyc.gov/schoolportals/25/q214,2,3,3,25Q214,40.770544,-73.82861700000001,7,20,88901,,,Flushing                                                                   
1006,QAVI,NYCEEC,Q,Little Tots Red Wagon,,718-945-1484,20428 Rockaway Pt Blvd,11697,1,54,1008019,143772,littletotsred@aol.com,,7,3,2,27QAVI,40.560860999999996,-73.913989,14,32,91601,4464935.0,4163500300.0,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel                      
1007,Q219,DOE,Q,P.S. 219 Paul Klapper,,718-793-2130,144 - 39 Gravett Rd,11367,1,54,1033062,207501,jardezzone@schools.nyc.gov,http://schools.nyc.gov/schoolportals/25/q219,3,3,3,25Q219,40.735177,-73.824634,8,24,809,,,Kew Gardens Hills                                                          
1008,Q220,DOE,Q,P.S. 220 Edward Mandel,,718-592-3030,62 - 10 108 St,11375,1,36,1025269,207631,jpizarr@schools.nyc.gov,http://schools.nyc.gov/schoolportals/28/q220,2,3,3,28Q220,40.736942,-73.851649,6,29,745,,,Forest Hills                                                               
1009,Q221,DOE,Q,P.S. 221 The North Hills School,,718-423-8825,57 - 40 Marathon Pkwy,11362,1,18,1058701,215755,maprilakis@schools.nyc.gov,http://schools.nyc.gov/schoolportals/26/q221,5,9,3,26Q221,40.75942,-73.731307,11,23,152901,4171760.0,4082760657.0,Douglas Manor-Douglaston-Little Neck                                       
1010,Q222,DOE,Q,P.S. Q222 - Fire Fighter Christopher A Santora School,,718-429-2563,86 - 15 37 Ave,11372,1,36,1017503,212705,30q222@schools.nyc.gov,http://schools.nyc.gov/schoolportals/30/q222,5,9,3,30Q222,40.750161,-73.88045699999999,3,25,279,4035855.0,4014600040.0,Jackson Heights                                                            
1011,Q223,DOE,Q,P.S. 223 Lyndon B Johnson,,718-322-9012,125 - 20 Sutphin Blvd,11434,1,30,1042668,184951,dotto@schools.nyc.gov,http://schools.nyc.gov/schoolportals/27/q223,2,3,3,27Q223,40.674873999999996,-73.789679,12,28,18401,,,Baisley Park                                                               
1012,Q228,DOE,Q,P.S. 228 Early Childhood Magnet School Of The Arts,,718-899-5799,32 - 63 93 St,11369,1,28,1018910,215074,oguzman@schools.nyc.gov,http://schools.nyc.gov/schoolportals/30/q228,5,9,3,30Q228,40.758286,-73.87545,3,21,351,,,Jackson Heights                                                            
1013,Q229,DOE,Q,P.S. 229 Emanuel Kaplan,,718-446-2120,67 - 25 51 Rd,11377,1,36,1012873,206947,sajwani@schools.nyc.gov,http://schools.nyc.gov/schoolportals/24/q229,2,3,3,24Q229,40.734277,-73.89758499999999,5,30,513,,,Maspeth                                                                    
1014,Q234,DOE,Q,P.S. 234,,718-956-2760,30 - 15 29 St,11102,1,36,1005540,218753,ddanner@schools.nyc.gov,http://schools.nyc.gov/schoolportals/30/q234,2,3,3,30Q234,40.767540999999994,-73.923051,1,22,73,4007620.0,4005920023.0,Old Astoria                                                                
1015,Q239,DOE,Q,P.S. 239,,718-417-2840,17 - 15 Weirfield St,11385,1,36,1010857,194024,MDzwone@schools.nyc.gov,http://schools.nyc.gov/schoolportals/24/q239,2,7,3,24Q239,40.699037,-73.903911,5,34,553,,,Ridgewood                                                                  
1016,Q242,DOE,Q,P.S. 242 Leonard P Stavisky Early Childhood School,,718-445-2902,29 - 66 137 St,11354,1,36,1030751,219785,pcosta@schools.nyc.gov,http://schools.nyc.gov/schoolportals/25/q242,2,3,1,25Q242,40.771341,-73.831525,7,20,88901,,,Flushing                                                                   
1017,Q244,DOE,Q,The Active Learning Elementary School,,718-445-5730,137 - 20 Franklin Ave,11355,1,36,1032411,214241,lkovvuri@schools.nyc.gov,http://ps244q.org,2,3,3,25Q244,40.754649,-73.826773,7,20,79701,,,Flushing                                                                   
1018,Q251,DOE,Q,P.S. 251 Queens,,718-276-2745,144 - 51 Arthur St,11413,1,36,1050999,181758,eloncke@schools.nyc.gov,http://schools.nyc.gov/schoolportals/29/q251,2,3,1,29Q251,40.664016,-73.760354,13,31,320,,,Springfield Gardens South-Brookville                                       
1019,Q253,DOE,Q,P.S. 253,,718-327-0895,1307 Central Ave,11691,1,30,1053949,160637,jfougere@schools.nyc.gov,http://schools.nyc.gov/schoolportals/27/q253,2,3,3,27Q253,40.60729,-73.7494,14,31,103202,4297972.0,4155410001.0,Far Rockaway-Bayswater                                                     
1020,Q254,DOE,Q,P.S. 254 - The Rosa Parks School,,718-846-1840,84 - 40 101 St,11418,1,36,1026443,193246,ndrouil@schools.nyc.gov,http://schools.nyc.gov/schoolportals/27/q254,2,3,3,27Q254,40.698288,-73.848111,9,32,24,4312522.0,4091777501.0,Richmond Hill                                                              
1021,Q266,DOE,Q,P.S. / I.S. 266,,718-479-3920,74 - 10 Commonwealth Blvd,11426,1,18,1059605,211058,lnestor2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/26/q266,5,9,3,26Q266,40.74638,-73.727674,13,23,1567,4533153.0,4084010001.0,Bellerose                                                                  
1022,Q270,DOE,Q,The Gordon Parks School,,718-341-8280,233 - 15 Merrick Blvd,11422,1,18,1057353,185310,pwheeler2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/29/q270,5,9,3,29Q270,40.674872,-73.736799,13,31,618,4529511.0,4129730001.0,Laurelton                                                                  
1023,Q273,DOE,Q,P.S. 273,,718-286-8300,88 - 07 102nd St,11418,1,36,1027416,192016,BWard2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/27/q273,2,3,3,27Q273,40.693628000000004,-73.844667,9,32,28,,,Richmond Hill                                                              
1024,Q290,DOE,Q,A.C.E. Academy For Scholars At The Geraldine Ferraro Campus,,718-571-6900,55 - 20 Metropolitan Ave,11385,1,36,1013850,204584,aceacademyforscholars@gmail.com,http://ps290elementaryschool.com,2,3,3,24Q290,40.713042,-73.90863399999999,5,30,595,,,Ridgewood                                                                  
1025,Q295,DOE,Q,P.S. / I.S. 295,,718-464-1433,222 - 14 Jamaica Ave,11428,1,54,1058685,201984,dlavignejones@schools.nyc.gov,http://schools.nyc.gov/schoolportals/29/q295,5,9,3,29Q295,40.720501,-73.73214899999999,13,23,564,4230256.0,4107410164.0,Queens Village                                                             
1026,Q303,DOE,Q,The Academy For Excellence Through The Arts,,718-459-1358,108 - 55 69 Ave,11375,1,36,1027493,203703,bleto2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/28/q303,2,7,3,28Q303,40.725076,-73.845164,6,29,739,,,Forest Hills                                                               
1027,Q305,DOE,Q,Learners And Leaders,,718-366-1061,378 Seneca Ave,11385,1,36,1007824,196826,lbotfel@schools.nyc.gov,http://schools.nyc.gov/schoolportals/24/q305,5,9,3,24Q305,40.707121,-73.914998,5,34,539,4538307.0,4034280015.0,Ridgewood                                                                  
1028,Q306,DOE,Q,New York City Academy For Discovery,,718-441-2165,95 - 16 89th Ave,11421,1,36,1026235,191305,cleone8@schools.nyc.gov,http://schools.nyc.gov/schoolportals/27/q306,2,3,3,27Q306,40.691751000000004,-73.849114,9,32,20,,,Woodhaven                                                                  
1029,Q316,DOE,Q,Queens Explorer's Elementary,,718-558-7088,90 - 07 101st Ave,11416,1,216,1025871,188263,ps316ozonepark@gmail.com,http://schools.nyc.gov/schoolportals/27/q316,2,3,3,27Q316,40.683079,-73.85015,9,32,4001,,,Woodhaven                                                                  
1030,Q317,DOE,Q,Waterside Children's Studio School,,718-634-1344,190 Bch 110 St,11694,1,54,1031038,150951,watersidecss@gmail.com,http://schools.nyc.gov/schoolportals/27/q317,3,3,3,27Q317,40.580928,-73.831836,14,32,938,4303853.0,4161810001.0,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel                      
1031,Q333,DOE,Q,Goldie Maple Academy,,718-945-3300,3 - 65 Bch 56 St,11692,1,72,1043527,155806,alogansmith@schools.nyc.gov,http://schools.nyc.gov/schoolportals/27/q333,2,3,3,27Q333,40.593967,-73.786182,14,31,97204,4301929.0,4158940011.0,Hammels-Arverne-Edgemere                                                   
1032,Q342,CHARTER,Q,"Rochdale Early Advantage Charter School, The",,718-978-0075,122 - 05 Smith St,11434,1,36,1045782,186986,tmuniz@recschool.com,,2,1,2,28Q342,40.679651,-73.778559,12,27,284,4000000.0,4123810090.0,Baisley Park                                                               
1033,Q343,DOE,Q,The Children's Lab School,,718-361-3300,45 - 45 42nd St,11104,1,36,1005703,209569,info@ps343.org,http://ps343.org,2,3,3,24Q343,40.743102,-73.922519,2,26,18102,4002538.0,4001920030.0,Hunters Point-Sunnyside-West Maspeth                                       
1034,Q349,DOE,Q,P.S. 349,,718-935-3608,88 - 08 164thÃÂ¿street,11432,1,36,1040216,197455,TBatesHowell@schools.nyc.gov,,5,9,3,28Q349,40.708781,-73.798037,12,24,44602,4210057.0,4098140026.0,Jamaica                                                                    
1035,Q354,DOE,Q,P.S. 354,,718-276-1348,126 - 10 Bedell St,11434,1,72,1046831,186978,raskew@schools.nyc.gov,http://ps354.org,2,3,3,28Q354,40.680378000000005,-73.774508,12,27,33401,,,St. Albans                                                                 
1036,Q360,DOE,Q,P.S. 360,,718-935-3610,199 - 10 112 Ave,11412,1,36,1051823,195289,RCooke3@schools.nyc.gov,,9,9,3,29Q360,40.702514,-73.756663,12,27,520,,,St. Albans                                                                 
1037,Q361,DOE,Q,P.S. 361,,718-935-3614,57 - 02 To 57 - 08 39th Ave,11377,1,54,1010261,211774,NHwang@schools.nyc.gov,,5,9,3,30Q361,40.748084999999996,-73.906114,2,26,257,,,Woodside                                                                   
1038,Q362,DOE,Q,Wave Preparatory Elementary School,,718-327-7091,535 Briar Pl,11691,1,80,1051276,157885,gferguson@schools.nyc.gov,http://schools.nyc.gov/schoolportals/27/q362,2,3,3,27Q362,40.5993,-73.758206,14,31,99801,4301194.0,4157720031.0,Far Rockaway-Bayswater                                                     
1039,Q499,DOE,Q,"The Queens College School For Math, Science And Technology",<P> <Strong>Note:</strong>  Program manages own admissions. Contact directly to apply.</P>,718-461-7462,148 - 20 Reeves Ave,11367,1,18,1033794,208475,hjacob2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/25/q499,3,3,3,25Q499,40.739338000000004,-73.82249,8,24,809,,,Kew Gardens Hills                                                          
1040,Q705,CHARTER,Q,"Renaissance Charter School UPK, The",,718-803-0060,35 - 59 81 St,11372,1,18,1016113,212508,fsmith@renaissancecharter.org,http://renaissancecharter.org,3,2,1,30Q705,40.751379,-73.885544,3,25,283,4029684.0,4012810001.0,Jackson Heights                                                            
1041,QAAB,NYCEEC,Q,Beth Gavriel / Sha'arei Zion Ohel Bracha,,718-897-6771,7524 Grand Central Pkwy,11375,1,40,1030077,201214,shoshi1@aol.com,,2,3,1,28QAAB,40.718918,-73.834413,6,29,75701,4052771.0,4022650090.0,Forest Hills                                                               
1042,QAAD,NYCEEC,Q,A Child's Place Too - 108th Street,,718-565-2466,32 - 20 108th St,11369,1,45,1022611,215949,uprekacp@gmail.com,http://achildsplacetoo.com,6,3,2,24QAAD,40.759612,-73.861334,3,21,373,4000000.0,4017020029.0,East Elmhurst                                                              
1043,QAAM,NYCEEC,Q,Bais Yaakov Academy Of Queens ( Metropolitan Ave ),,718-847-5352,124 - 50 Metropolitan Ave,11415,1,19,1032251,195995,acohen.byqueens@gmail.com,,7,3,1,28QAAM,40.704962,-73.827573,9,29,136,,,Kew Gardens                                                                
1044,QABC,NYCEEC,Q,Christ The King Community Preschool,,718-417-6770,6802 Metropolitan Ave,11379,1,94,1015221,198536,lchavez@ctkny.org,http://ctkny.org,7,3,1,24QABC,40.712264000000005,-73.888475,5,30,61301,4089211.0,4036670023.0,Ridgewood                                                                  
1045,QABL,NYCEEC,Q,"Garden School, Inc.",,718-335-6363,3316 79th St,11372,1,72,1015193,214146,info@gardenschool.org,http://gardenschool.org,7,3,1,30QABL,40.754791,-73.888083,3,25,287,4437110.0,4012510012.0,Jackson Heights                                                            
1046,QABS,NYCEEC,Q,Holy Child Jesus School,,718-849-3988,11102 86th Ave,11418,2,69,1029268,193838,SantaMaria1345@yahoo.com,http://hcjcany.org,3,7,1,27QABS,40.698724,-73.8379,9,32,130,4448716.0,4092250001.0,Richmond Hill                                                              
1047,QACC,NYCEEC,Q,Immaculate Conception School,,718-728-1969,21 - 63 29th St,11105,1,72,1008949,222490,principal@icsastoria.org,http://icsastoria.org,5,9,3,30QACC,40.778515999999996,-73.909657,1,22,113,,,Steinway                                                                   
1048,QACD,NYCEEC,Q,Incarnation School,,718-465-5066,8915 Francis Lewis Blvd,11427,1,36,1051423,201407,principal@incrc.org,,7,7,2,29QACD,40.719225,-73.758052,13,23,492,4225414.0,4105710001.0,Jamaica Estates-Holliswood                                                 
1049,QACJ,NYCEEC,Q,Jewish Institute Of Queens,,718-426-9369,6005 Woodhaven Blvd,11373,1,72,1020000,205666,office@queensgymnasia.org,http://jiqueens.com,3,3,1,28QACJ,40.731256,-73.871561,6,29,687,4072178.0,4030880001.0,Rego Park                                                                  
1050,QADN,NYCEEC,Q,Ave Maria Catholic Academy,,718-848-7440,158 - 20 101st St,11414,1,40,1030565,180262,mmcmanus@amcahb.org,http://amcahb.org,5,9,3,27QADN,40.661638,-73.83280400000001,10,32,884,4295194.0,4141700001.0,Lindenwood-Howard Beach                                                    
1051,QADP,NYCEEC,Q,Our Lady Of Lourdes Catholic Academy,,718-464-1480,92 - 80 220th St,11428,1,18,1057235,202865,ollcatholicacademy@gmail.com,http://ollqv.net,5,9,3,29QADP,40.724783,-73.73810300000001,13,23,560,,,Queens Village                                                             
1052,QADQ,NYCEEC,Q,Our Lady Of Mercy Catholic Academy,,718-793-2086,7025 Kessel St,11375,1,72,1025740,199447,principal@mercyhills.org,http://olmercyca.org,3,3,1,28QADQ,40.713846000000004,-73.850593,6,29,729,4077260.0,4032250004.0,Forest Hills                                                               
1053,QADR,NYCEEC,Q,Notre Dame Catholic Academy Of Ridgewood,,718-821-2221,62 - 22 61st St,11385,1,54,1011398,198614,cuomondca@yahoo.com,,5,9,3,24QADR,40.712526000000004,-73.902135,5,30,593,,,Ridgewood                                                                  
1054,QADX,NYCEEC,Q,Our Lady Of The Blessed Sacrament School,,718-229-4434,34 - 45 202nd St,11361,1,36,1043737,218535,jkane@diobrook.org,http://olbsschool.org,5,9,3,26QADX,40.766932000000004,-73.785883,11,19,1099,,,Bayside-Bayside Hills                                                      
1055,QADZ,NYCEEC,Q,Our Saviour Lutheran School,,718-897-4343,6433 Woodhaven Blvd,11374,1,90,1021535,201917,school@our-saviour.org,http://osnyec.org,3,3,1,28QADZ,40.720647,-73.86579499999999,6,29,69702,4541678.0,4031360004.0,Rego Park                                                                  
1056,QAEG,NYCEEC,Q,Grace Lutheran School,,718-545-1129,3120 21st Ave,11105,1,36,1009762,222491,info@gracearoundthecorner.org,http://gracearoundthecorner.org,7,3,1,30QAEG,40.777496,-73.907827,1,22,113,4016954.0,4008310061.0,Steinway                                                                   
1057,QAEP,NYCEEC,Q,Sacred Heart Catholic Academy,,718-527-0123,115 - 50 221 St,11411,1,18,1057003,193854,sacredheartrcch@gmail.com,,5,9,3,29QAEP,40.699605,-73.736784,13,27,596,4243325.0,4112850032.0,Cambria Heights                                                            
1058,QAEQ,NYCEEC,Q,Sacred Heart School,,718-631-4804,216 - 01 38th Ave,11361,1,36,1048741,219042,shsbayside@aol.com,,5,9,3,26QAEQ,40.767393,-73.767433,11,19,1113,,,Bayside-Bayside Hills                                                      
1059,QAFC,NYCEEC,Q,St. Camillus School,,718-634-5260,185 Bch 99th St,11694,1,38,1034204,151925,kmontero@saintcamillusschool.com,http://saintcamillusschool.com,3,3,2,27QAFC,40.583856,-73.82011700000001,14,32,94201,4440329.0,4161720020.0,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel                      
1060,QAFF,NYCEEC,Q,St. Clare Catholic Academy,,718-528-7174,137 - 25 Brookville Blvd,11422,1,36,1057487,183258,mbasile@stclarecatholicacademy.org,http://stclarecatholicacademy.org,5,9,3,29QAFF,40.669532000000004,-73.736236,13,31,638,4284358.0,4132320001.0,Rosedale                                                                   
1061,QAFJ,NYCEEC,Q,St. Elizabeth School,,718-843-0914,9401 85th St,11416,1,90,1024149,189094,secaupk@Gmail.com,,3,3,1,27QAFJ,40.685708,-73.85639300000001,9,32,34,4187302.0,4090190001.0,Woodhaven                                                                  
1062,QAFR,NYCEEC,Q,St. Helen Catholic Academy,,718-835-4155,83 - 09 157th Ave,11414,1,40,1025898,180292,czerillo@sthelencatholicacademy.org,http://sthelencatholicacademy.org,5,9,3,27QAFR,40.661189,-73.84991099999999,10,32,892,,,Lindenwood-Howard Beach                                                    
1063,QAFY,NYCEEC,Q,St. Kevin School,,718-357-8110,4550 195th St,11358,1,108,1043408,214042,stkevinschool@yahoo.com,http://stkevincatholicacademy.org,2,3,1,25QAFY,40.754814,-73.786293,11,19,145101,4438234.0,4055360041.0,Auburndale                                                                 
1064,QAGC,NYCEEC,Q,St. Mary Gate Of Heaven,,718-846-0689,104 - 06 101st Ave,11416,1,60,1029001,189279,corsoralph@gmail.com,http://smgh.org,5,9,3,27QAGC,40.68627,-73.838918,9,28,112,,,Richmond Hill                                                              
1065,QAGI,NYCEEC,Q,St. Nicolas Of Tolentine School,,718-380-1900,8022 Parsons Blvd,11435,1,36,1037158,201181,svidal@sntschool.org,http://sntschool.org,3,3,2,28QAGI,40.719427,-73.80891,8,24,77905,4439698.0,4067130041.0,Kew Gardens Hills                                                          
1066,QAGR,NYCEEC,Q,St. Stanislaus Kostka School,,718-326-1585,6117 Grand Ave,11378,2,36,1010927,202441,ststansupk@gmail.com,http://ststansschool.org,8,3,1,24QAGR,40.722,-73.90402900000001,5,30,521,4437556.0,4027120058.0,Maspeth                                                                    
1067,QAGU,NYCEEC,Q,St. Thomas The Apostle School,,718-847-3904,8749 87th St,11421,1,72,1024009,191219,stafpq@nyc.rr.com,http://stawoodhaven.com,3,7,1,27QAGU,40.691835,-73.856931,9,32,16,4438403.0,4089250026.0,Woodhaven                                                                  
